Date,Commodities,Gov Bonds,International,Property,UK
28/08/2012,1.002023381,1.003755365,1.007874016,1.005190311,0.999588453
29/08/2012,0.994839578,1.001068947,1,1.000860585,0.996823903
30/08/2012,0.98827244,1.001067806,1,0.990541702,1.002419165
31/08/2012,1.000684619,0.997333333,1,1.002604167,1.001000647
03/09/2012,1.007069555,1,1,0.999134199,1.001881689
04/09/2012,0.997169384,1.001069519,1,1,1.004343233
05/09/2012,0.990007948,1,1,1,0.997370266
06/09/2012,1.010666361,0.996794872,1,1.006065858,1.009023261
07/09/2012,1.017249206,0.987674169,1,1.008613264,1.010568492
10/09/2012,1.008924587,1.004340749,1,0.992314261,0.990518876
11/09/2012,0.994471473,1,0.9921875,0.996557659,0.994256874
12/09/2012,1.00700467,0.993517018,1,1.004317789,0.998482992
13/09/2012,0.997902175,1.002718869,1,1,0.99988313
14/09/2012,1.023788449,0.99132321,1,1.011177988,1.01145462
17/09/2012,1.003242192,1,1.007874016,1,0.999248859
18/09/2012,0.989335344,1.004376368,1,0.994047619,1.002602059
19/09/2012,1.004137631,1.001633987,1,0.999144568,1.00317204
20/09/2012,0.996204728,1.002718869,1,0.994863014,0.99948258
21/09/2012,0.997387613,1,1,0.991394148,1.005349439
24/09/2012,0.991924042,1.000542299,1,0.999131944,0.995480032
25/09/2012,1.003410716,1.002168022,1,1.001737619,1.002298983
26/09/2012,0.991008772,1.002704164,1,0.994796184,0.994265726
27/09/2012,0.997897765,1.002696872,1,1.001743679,0.997289348
28/09/2012,1.01008981,1.001613771,1,1.002610966,0.999768679
01/10/2012,1,0.994629431,1,0.999131944,1.00080981
02/10/2012,1.011525796,1,1.0078125,0.99913119,1.00161831
03/10/2012,0.993163321,1.003779698,1,1.003478261,0.999249856
04/10/2012,0.991914336,1.000537924,1,1.004332756,1.008026794
05/10/2012,1.008151575,0.99516129,1,0.997411562,1.002119615
08/10/2012,1.003715035,1,1.007751938,1.005190311,1.006002401
09/10/2012,1.005878511,0.999459751,1,1.002581756,0.999374929
10/10/2012,0.994588745,1.000540541,0.992307692,0.997424893,0.990731791
11/10/2012,0.990750816,0.998919503,0.992248062,0.999139415,1.000631313
12/10/2012,1.006150467,1.000540833,1,1,1.00223688
15/10/2012,0.995306189,1.003243243,1.0078125,1,1.00377704
16/10/2012,1.000877385,0.996767241,1,1.004306632,1.00267959
17/10/2012,1.010957703,0.990810811,1.007751938,1.003430532,1.005629158
18/10/2012,1.007587253,0.999454446,1,1.001709402,0.999604207
19/10/2012,1.002689329,1.000545852,1.007692308,1.007679181,1.002432264
22/10/2012,0.994313915,0.997272231,0.992366412,0.99661304,0.996445096
23/10/2012,0.984786362,1.004376368,0.992307692,0.994052676,0.992864828
24/10/2012,0.993864358,1.002178649,0.992248062,1,0.991216563
25/10/2012,0.997574689,0.995108696,0.9921875,0.998290598,1.006847344
26/10/2012,0.99005415,1.005461496,1,0.989726027,0.997542576
29/10/2012,1.003236968,1.003802281,1,1,0.998739616
30/10/2012,1,1.001082251,1.007874016,1,1.005449435
31/10/2012,1.015465065,0.997297297,1,1.005190311,1.004450023
01/11/2012,0.991125233,0.998373984,0.9921875,0.999139415,0.99858003
02/11/2012,1.011938979,0.998914224,1.015748031,1.010335917,1.00961265
05/11/2012,0.993008521,1.003804348,1,1.007672634,0.997802817
06/11/2012,1.003520352,1,1,0.998307953,1.001919711
07/11/2012,1.00646788,1.001624256,1.007751938,1.004237288,1.007833192
08/11/2012,0.97984969,1.003243243,0.992307692,0.991561181,0.989991053
09/11/2012,0.988439306,1.004310345,0.992248062,0.991489362,0.995142615
12/11/2012,1.004835807,0.997317597,1,1.002575107,1.003178387
13/11/2012,0.992053721,0.997848306,1,0.992294521,0.995473833
14/11/2012,1.003497292,0.999460916,1,1.006902502,1.008752487
15/11/2012,0.984598089,1,0.9921875,0.988003428,0.985858358
16/11/2012,0.994861841,1.002157497,1,0.997398092,0.995028003
19/11/2012,1.010903248,0.998385361,1,1.006956522,1.004020447
