Date,Commodities,Gov Bonds,International,Property,UK,,
31/08/2018,120.1,221.4,4.12,207.2,430.86,,
03/09/2018,120.3,221.8,4.15,208.9,432.3,,
04/09/2018,120.3,222.2,4.15,209.3,433.25,,
05/09/2018,118.9,221.3,4.13,207.3,427.74,,
06/09/2018,117.7,220.9,4.06,206.6,424.06,,
07/09/2018,116,221.1,4.04,205.4,421.75,,
10/09/2018,116.6,220.7,4.06,205.1,421.76,,
11/09/2018,115.4,220,4.05,204.3,421.36,,
12/09/2018,116.6,220.2,4.08,205.1,421.24,,
13/09/2018,117,220,4.08,204.5,420.76,,
14/09/2018,117.1,219.3,4.08,204.6,419.67,,
17/09/2018,117,219.2,4.07,203.6,421,,
18/09/2018,117.8,219.2,4.04,204.3,418.81,,
19/09/2018,118.8,217.7,4.04,202.9,417.22,,
20/09/2018,119.9,217.8,4.02,200.7,415.68,,
21/09/2018,121.2,218.3,4.08,202.5,418.47,,
24/09/2018,122,218.4,4.1,203.2,420,,
25/09/2018,122.1,216.8,4.08,200.6,417.21,,
26/09/2018,122.6,217.5,4.08,201.3,418.08,,
27/09/2018,121.7,218.3,4.09,199.7,416.03,,
28/09/2018,121.8,218.8,4.12,200.7,418.11,,
01/10/2018,122.8,218,4.13,202.5,418.51,,
02/10/2018,123.3,218.7,4.14,201.5,414.89,,
03/10/2018,123.9,218.9,4.13,200.7,416.12,,
04/10/2018,123.7,216.7,4.09,198.3,413.05,,
05/10/2018,122,216.4,4.01,196,406.83,,
08/10/2018,120.7,216.1,3.97,195.9,403.76,,
09/10/2018,120.8,215.7,3.92,197.9,400.21,,
10/10/2018,119.5,214.8,3.89,196.5,397.99,,
11/10/2018,114.3,215.1,3.76,192.6,383.46,,
12/10/2018,116.2,215.7,3.73,190.1,384.85,,
15/10/2018,115.7,216.5,3.77,189.3,380.58,,
16/10/2018,115.5,216.3,3.76,189.9,384.58,,
17/10/2018,117.6,217.4,3.86,194.4,390.72,,
18/10/2018,116.5,217.6,3.87,194.6,390.71,,
19/10/2018,115.9,218.3,3.86,195.3,388.4,,
22/10/2018,116.1,217.8,3.89,196.3,392.34,,
23/10/2018,114,219,3.87,193.8,387.46,,
24/10/2018,113.4,219.7,3.88,195.7,387.5,,
25/10/2018,111.5,219.8,3.81,197,387.87,,
26/10/2018,109.4,220.9,3.88,198.7,387.65,,
29/10/2018,112.5,220.5,3.84,198.1,389.78,,
30/10/2018,111.7,220.8,3.83,199.9,388.55,,
31/10/2018,113.6,220.6,3.87,200.4,395.06,,
01/11/2018,113.1,219.7,3.89,197.5,395.32,,
02/11/2018,115.4,219.7,3.89,197.3,397.13,,
05/11/2018,113.9,219,3.88,195,394.88,,
06/11/2018,113.6,219,3.86,196.4,392.8,,
07/11/2018,115,217.9,3.86,197.2,395.57,,
08/11/2018,115.2,217.8,3.93,199.2,395.57,,
09/11/2018,113,218.1,3.95,199.9,397.93,,
12/11/2018,113.6,219.9,3.97,202.4,398.01,,
13/11/2018,111.5,218.9,3.89,202,396.62,,
14/11/2018,109.6,218.4,3.89,201.9,394.52,,
15/11/2018,111,218.7,3.92,203.5,401.96,,
16/11/2018,112.4,218.7,3.96,202,401.46,,
19/11/2018,113,219.5,3.98,204.2,400.89,,
20/11/2018,111.5,219.2,3.9,202.9,395.55,,
21/11/2018,109.6,219.1,3.85,202.4,391.44,,
22/11/2018,110.2,219.1,3.84,201.8,396.06,,
23/11/2018,109.6,219.7,3.85,202.4,398.26,,
26/11/2018,108.5,219.1,3.86,203.3,403.41,,
27/11/2018,108.8,218.9,3.93,204.6,404.75,,
28/11/2018,107.4,218.2,3.92,204.4,404.79,,
29/11/2018,109,218.8,4.01,206,405.69,,
30/11/2018,109.3,218.3,4,205.3,401.87,,
03/12/2018,111.8,217.7,4.04,208.3,405.84,,
04/12/2018,111.7,220,4.04,206.9,403.71,,
05/12/2018,109.5,220.5,3.96,205.4,399.06,,
06/12/2018,107.4,221.8,3.93,204.5,389.93,,
07/12/2018,106.9,222.3,3.95,208.6,393.53,,
10/12/2018,107.8,224.1,3.91,208.2,388.81,,
11/12/2018,108.1,224.2,3.96,208.2,389.17,,
12/12/2018,108.9,224.1,4,210.1,396.76,,
13/12/2018,108.1,223.3,3.98,205.5,396.64,,
14/12/2018,107.6,222.2,4.01,207,393.94,,
17/12/2018,107.2,222.6,3.9,206.5,393.94,,
18/12/2018,105.3,223.4,3.83,201,390.33,,
19/12/2018,104.8,223.2,3.83,202.8,390.91,,
20/12/2018,102.7,222.8,3.78,200.5,391.38,,
21/12/2018,102,222.1,3.73,197.8,388.42,,
24/12/2018,101.6,223,3.67,196.7,386.49,,
25/12/2018,101.6,223,3.67,196.7,386.49,,
26/12/2018,101.6,223,3.67,196.7,386.49,,
27/12/2018,101.9,222.7,3.72,195,385.59,,
28/12/2018,103.8,222.7,3.75,195.5,388.1,,
31/12/2018,103.1,222.1,3.73,194.6,389.94,,
01/01/2019,103.1,222.1,3.73,194.6,389.94,,
02/01/2019,102.3,224.1,3.78,195.1,389.51,,
03/01/2019,103.5,223.5,3.77,194.3,385.88,,
04/01/2019,104,223.6,3.68,195.5,387.35,,
07/01/2019,105.9,223.6,3.75,196,391.91,,
08/01/2019,106.7,223.1,3.78,198,394.34,,
09/01/2019,108.1,222.8,3.84,200.9,398.4,,
10/01/2019,108.3,223.4,3.83,201.3,395.59,,
11/01/2019,108.7,222.6,3.83,202.5,400.4,,
14/01/2019,106.9,222.9,3.79,201.2,395.91,,
15/01/2019,107.2,223,3.78,201.4,395.34,,
16/01/2019,107,222.2,3.82,202.8,393.35,,
17/01/2019,107.1,222.9,3.81,203,392.97,,
18/01/2019,108.6,221.6,3.85,203.7,395.63,,
21/01/2019,109.5,222.4,3.9,204.7,400.2,,
22/01/2019,108.3,222.4,3.89,204.4,400.48,,
23/01/2019,106.4,222,3.83,202.2,395.69,,
24/01/2019,106,223.5,3.85,202.6,397.22,,
25/01/2019,106.4,223.9,3.81,202.6,395.52,,
28/01/2019,107.1,222.9,3.81,203.7,392.55,,
29/01/2019,106.5,224.3,3.81,205.7,393.03,,
30/01/2019,108.5,224.6,3.81,207.6,396.54,,
31/01/2019,110,224.7,3.89,209.1,398.86,,
01/02/2019,110.8,224.7,3.92,210.3,402.92,,
04/02/2019,111.3,224.2,3.92,209.5,403.82,,
05/02/2019,112.2,224,3.97,211.5,407.32,,
06/02/2019,112.3,225,4.03,213,410.89,,
07/02/2019,111.8,225.5,4.04,212.9,412.08,,
08/02/2019,109.9,225.8,3.99,212.6,407.99,,
11/02/2019,110.5,226,4.03,213.6,410.78,,
12/02/2019,111.3,225.6,4.06,214.8,414.38,,
13/02/2019,111.7,225.5,4.08,212.1,415.47,,
14/02/2019,112.7,226.1,4.13,214.7,418.94,,
15/02/2019,112.6,226.2,4.12,214.5,417.85,,
18/02/2019,112.8,226,4.13,213.9,417.48,,
19/02/2019,112.6,226.2,4.13,214.1,417.21,,
20/02/2019,112.9,225.8,4.1,212.8,414.04,,
21/02/2019,113.7,225.2,4.1,211.4,415.86,,
22/02/2019,113.8,226.2,4.11,212.3,418.52,,
25/02/2019,114,225.4,4.13,212.1,417.22,,
26/02/2019,112.5,224.7,4.09,209.2,414.05,,
27/02/2019,112.1,224.8,4.05,207.5,410.81,,
28/02/2019,111.8,223.3,4.06,206.5,409.82,,
01/03/2019,112.1,223,4.09,208.4,414.77,,
04/03/2019,112.1,223.1,4.13,207.8,416.91,,
05/03/2019,112.2,223.9,4.11,208.5,418.03,,
06/03/2019,112.6,224.3,4.12,209.5,415.89,,
07/03/2019,111.5,225.7,4.11,209.1,414.31,,
08/03/2019,110.5,225.7,4.11,210,411.7,,
11/03/2019,110.8,226,4.12,211.1,415.7,,
12/03/2019,111.5,225.8,4.16,212.9,414.12,,
13/03/2019,111.9,225.4,4.15,211.8,416.39,,
14/03/2019,112.4,224.6,4.15,211.8,416.48,,
15/03/2019,111.5,224.9,4.16,211.8,419.28,,
18/03/2019,112,225.3,4.19,211.6,422.02,,
19/03/2019,112.9,225.7,4.19,211,422.22,,
20/03/2019,112.8,226.7,4.22,211.5,423.32,,
21/03/2019,114,229.2,4.24,213.3,420.95,,
22/03/2019,114,229.9,4.27,215.1,421.32,,
25/03/2019,111.4,230.4,4.19,213.4,417.71,,
26/03/2019,112,230.4,4.2,213.7,419.57,,
27/03/2019,112.2,230.4,4.24,215.2,420.58,,
28/03/2019,112.7,230.6,4.26,216.5,424.56,,
29/03/2019,113.7,229.6,4.28,217.7,427.68,,
01/04/2019,115.1,229.6,4.32,217.7,430.72,,
02/04/2019,116,229.7,4.36,218.3,431.39,,
03/04/2019,115.5,228.4,4.32,217.4,430.94,,
04/04/2019,115.3,228.2,4.33,217.2,435,,
05/04/2019,116.7,226.8,4.34,217.8,435.81,,
08/04/2019,117.7,227.3,4.36,218.7,436.47,,
09/04/2019,118.2,227.2,4.35,217,435.45,,
10/04/2019,117.1,227.3,4.33,216.4,434.97,,
11/04/2019,116.9,227.7,4.34,217.4,437.33,,
12/04/2019,116.8,226.1,4.33,217.2,440.92,,
15/04/2019,116.6,225.1,4.34,217.2,439.53,,
16/04/2019,116.4,225.5,4.35,216.9,441.7,,
17/04/2019,117.2,225.1,4.33,214.1,443.32,,
18/04/2019,117.4,225.4,4.33,213.1,445.63,,
19/04/2019,117.4,225.4,4.33,213.1,445.63,,
22/04/2019,117.4,225.4,4.33,213.1,445.63,,
23/04/2019,117.5,225.3,4.35,212.7,447.48,,
24/04/2019,117.2,225.9,4.38,215.7,451.12,,
25/04/2019,116.1,226.6,4.39,217.8,451.9,,
26/04/2019,115.1,226.7,4.41,217.2,452.53,,
29/04/2019,115,226.7,4.41,217.9,454.51,,
30/04/2019,114.2,226.1,4.39,215,456.07,,
01/05/2019,113.8,226.6,4.4,215.2,456.79,,
02/05/2019,112.4,226.7,4.35,216,454.64,,
03/05/2019,112.3,225.7,4.36,216.9,455.02,,
06/05/2019,112.3,225.7,4.36,216.9,455.02,,
07/05/2019,110.9,226.1,4.35,216.2,456.05,,
08/05/2019,110.5,227.7,4.32,214.7,452.73,,
09/05/2019,110.7,227.1,4.35,214.6,454.37,,
10/05/2019,110.1,227.1,4.33,214.9,456.41,,
13/05/2019,109.7,227.1,4.33,215.8,452.93,,
14/05/2019,109.4,227.4,4.29,217.3,452.36,,
15/05/2019,109.9,228.8,4.33,218.8,457.37,,
16/05/2019,111.9,228.8,4.41,221.7,460.72,,
17/05/2019,112.5,229,4.46,223.2,464.05,,
20/05/2019,111.8,228.9,4.45,223.4,464.54,,
21/05/2019,112.8,228.4,4.46,223.2,465.74,,
22/05/2019,113.1,229.1,4.49,224.6,467.09,,
23/05/2019,110.5,230.1,4.49,223.8,460.89,,
24/05/2019,110,230.6,4.46,224.7,462.88,,
27/05/2019,110,230.6,4.46,224.7,462.88,,
28/05/2019,110.7,231.4,4.48,225,462.34,,
29/05/2019,109.7,231.4,4.45,223.5,458.42,,
30/05/2019,109.8,231.6,4.43,221.2,461.03,,
31/05/2019,108.9,232.8,4.45,221.1,459.75,,
03/06/2019,109.3,232.9,4.4,221.9,456.75,,
04/06/2019,110.7,233,4.35,222.3,456.31,,
05/06/2019,112.4,232.7,4.41,221.5,456.67,,
06/06/2019,111.8,233.2,4.47,224.4,459.8,,
07/06/2019,112.5,233.4,4.49,224.1,460.36,,
10/06/2019,113.5,233.8,4.56,225.8,461.75,,
11/06/2019,114.2,233.2,4.58,225.3,464.01,,
12/06/2019,114,233.1,4.56,224.1,461.6,,
13/06/2019,114.4,233.4,4.58,225.9,463.91,,
14/06/2019,114.9,234,4.58,226.9,460.86,,
17/06/2019,114.7,233.1,4.59,227.5,463.65,,
18/06/2019,115.9,234,4.64,230.9,466.42,,
19/06/2019,115.9,234,4.64,230.9,466.42,,
20/06/2019,115.9,234,4.64,230.9,466.42,,
21/06/2019,115.9,234,4.64,230.9,466.42,,
24/06/2019,115.9,234.1,4.64,227.2,469.78,,
25/06/2019,118.3,233.7,4.64,226.2,468.77,,
26/06/2019,118.5,233.8,4.63,225.3,469.14,,
27/06/2019,118.5,232.7,4.59,221.6,467.82,,
28/06/2019,118.5,233,4.62,223.3,470.29,,
01/07/2019,120.6,233.2,4.67,226.1,473.28,,
02/07/2019,120.2,234.8,4.69,225.7,475.66,,
03/07/2019,120.3,237,4.75,230.5,482.98,,
04/07/2019,120.1,237.3,4.77,232.6,484.91,,
05/07/2019,120,236.5,4.78,233.5,483.95,,
08/07/2019,119.6,236.2,4.76,231.9,481.98,,
09/07/2019,119.8,235.8,4.77,233.3,481.48,,
10/07/2019,119.6,234.5,4.77,233.6,478.66,,
11/07/2019,119.8,234.3,4.77,233.7,480.75,,
12/07/2019,119.7,233.6,4.79,232.2,478.89,,
15/07/2019,119.9,234.2,4.78,231.8,479.39,,
16/07/2019,120.6,234.7,4.84,233.8,484.49,,
17/07/2019,120.5,234.8,4.85,233.7,489.34,,
18/07/2019,119.5,235.6,4.8,231.9,485.41,,
19/07/2019,119.6,235.3,4.8,231.3,488.45,,
22/07/2019,121,236.3,4.81,229.3,485.87,,
23/07/2019,121.3,236.9,4.82,229.2,487.9,,
24/07/2019,120.6,237,4.81,230.1,485.64,,
25/07/2019,121.2,237,4.81,230.4,477.77,,
26/07/2019,120.1,236.3,4.81,230.5,479.87,,
29/07/2019,121.2,236.7,4.88,232.4,491.89,,
30/07/2019,122.1,236.3,4.92,235.9,494.57,,
31/07/2019,122.1,235.9,4.88,235.7,491.11,,
01/08/2019,120.1,237.7,4.85,235.1,495.26,,
02/08/2019,117.8,239.3,4.83,235.8,491.58,,
05/08/2019,114.9,240.3,4.74,233.1,480.16,,
06/08/2019,114.8,240.7,4.63,230.2,475.6,,
07/08/2019,115.4,243.3,4.71,232.3,477.29,,
08/08/2019,115.7,241.1,4.73,234.1,482.25,,
09/08/2019,117.6,241.8,4.83,237.2,488.01,,
12/08/2019,116.1,241,4.81,236.6,487.29,,
13/08/2019,115.3,241.9,4.76,236,479.54,,
14/08/2019,114.9,243.5,4.81,235,481.98,,
15/08/2019,112.4,245.4,4.7,233.9,476.17,,
16/08/2019,112.7,245.5,4.73,235.4,477.68,,
19/08/2019,113.7,242.9,4.79,238.4,482.09,,
20/08/2019,114.2,244.8,4.88,240,486.37,,
21/08/2019,113.9,244,4.83,238,485.59,,
22/08/2019,113.6,243.7,4.85,237.4,483.95,,
23/08/2019,112.6,241.6,4.81,237.3,484.19,,
26/08/2019,112.6,241.6,4.81,237.3,484.19,,
27/08/2019,111.5,243.2,4.74,235.2,477.39,,
28/08/2019,111.9,245.2,4.76,236.1,482.07,,
29/08/2019,113.9,246,4.8,237.3,486.8,,
30/08/2019,114.7,246.5,4.84,238.9,490.65,,
02/09/2019,115.7,246.7,4.88,240,492.28,,
03/09/2019,115.1,248.9,4.9,240.2,495.68,,
04/09/2019,114.8,246.1,4.82,240.5,498.65,,
05/09/2019,115.6,243.1,4.82,239.1,497.34,,
06/09/2019,115.4,243.2,4.85,238.2,496.7,,
09/09/2019,114.5,243.9,4.81,237.6,495.37,,
10/09/2019,114.6,242,4.72,237.1,484.57,,
11/09/2019,116,241,4.69,236.2,489.66,,
12/09/2019,116.7,242.1,4.72,237.2,488.87,,
13/09/2019,116,239.9,4.69,235.8,487.55,,
16/09/2019,117,240.2,4.66,233.9,486.59,,
17/09/2019,117.5,242.1,4.67,236,487.8,,
18/09/2019,116.9,242.3,4.67,236.6,488.16,,
19/09/2019,116.3,243.5,4.68,236.7,486.57,,
20/09/2019,115.9,243.5,4.68,236.2,486.18,,
23/09/2019,116.2,245.5,4.68,237.1,483.25,,
24/09/2019,115.7,246.1,4.68,237.2,485.83,,
25/09/2019,114.7,246.9,4.65,237.6,479.15,,
26/09/2019,115.7,246.4,4.71,239.9,485.04,,
27/09/2019,115.4,246.6,4.73,242.1,488.43,,
30/09/2019,115,246.1,4.69,241.9,488.96,,
01/10/2019,115,244.5,4.7,241.6,487.02,,
02/10/2019,112.7,246.4,4.68,240.8,476.73,,
03/10/2019,111.1,247.1,4.61,239.9,468.77,,
04/10/2019,111.4,247.5,4.65,241,472.22,,
07/10/2019,112.4,247.4,4.71,242.3,475.31,,
08/10/2019,112.5,247.9,4.72,243.9,474.56,,
09/10/2019,112.5,247.3,4.66,243.6,473.4,,
10/10/2019,112.3,245.8,4.67,242.7,473.68,,
11/10/2019,111.8,241.9,4.58,238.3,468.01,,
14/10/2019,111.8,242.4,4.62,237.8,470.27,,
15/10/2019,110.6,242.5,4.58,236.6,467.26,,
16/10/2019,109.2,242.1,4.58,235.8,465.81,,
17/10/2019,108.5,239.3,4.55,234.8,463.52,,
18/10/2019,108.8,239.4,4.53,234.3,460.04,,
21/10/2019,108.5,238.1,4.46,234,454.99,,
22/10/2019,108.8,238.9,4.48,235.9,456.3,,
23/10/2019,110,239.8,4.45,236.9,456.82,,
24/10/2019,110.5,240.5,4.47,237,460.25,,
25/10/2019,110.9,241.4,4.52,237.6,461.47,,
28/10/2019,111.9,241,4.54,236.3,460.07,,
29/10/2019,111.3,239.2,4.54,235.4,461.45,,
30/10/2019,111.4,239.8,4.57,234.9,464.79,,
31/10/2019,110.4,241.4,4.57,235.7,465.55,,
01/11/2019,110.2,241.8,4.57,235.8,465,,
04/11/2019,113,240.4,4.59,236.8,465.47,,
05/11/2019,114.4,239.2,4.56,235.7,463.89,,
06/11/2019,114.8,238,4.54,233.5,463.72,,
07/11/2019,114.8,238,4.56,235.2,467.22,,
08/11/2019,115.1,237.6,4.57,232.9,465.8,,
11/11/2019,113.9,237.8,4.55,231,462.41,,
12/11/2019,114,236.5,4.55,231,463.43,,
13/11/2019,113.4,238.3,4.58,229,464.05,,
14/11/2019,112.9,238.3,4.59,230.4,466.36,,
15/11/2019,112.4,238.7,4.58,231.2,466.37,,
18/11/2019,113,238,4.6,231.5,464.7,,
19/11/2019,112.9,238,4.62,233.4,469.08,,
20/11/2019,111.9,239.3,4.63,233.8,461.69,,
21/11/2019,111.3,237.6,4.59,231.9,457.44,,
22/11/2019,112.4,238.9,4.6,231.1,461.27,,
25/11/2019,112.5,238.5,4.61,231.6,465.64,,
26/11/2019,112.9,240,4.63,232.5,468.79,,
27/11/2019,112.8,240.1,4.66,234.2,472.35,,
28/11/2019,112.2,240.1,4.67,234.5,470.38,,
29/11/2019,112.1,240.6,4.68,234.4,472.2,,
02/12/2019,111.7,239.1,4.66,233.1,467.9,,
03/12/2019,110.5,238.8,4.6,229.6,461.84,,
04/12/2019,109.5,239.5,4.57,229,457.55,,
05/12/2019,109.6,238.1,4.56,228.5,458.84,,
06/12/2019,109.8,238.3,4.56,229.4,460.93,,
09/12/2019,110.6,238.8,4.56,228.8,461.65,,
10/12/2019,110.1,238.1,4.54,229,458.88,,
11/12/2019,110.4,238.2,4.55,228,461.02,,
12/12/2019,111,238.6,4.57,225.8,464.23,,
13/12/2019,111.2,236.4,4.52,220.8,468.96,,
16/12/2019,111.1,238.6,4.57,221,475.36,,
17/12/2019,112.7,238,4.64,224,473.56,,
18/12/2019,114.1,238.6,4.66,224.4,475.84,,
19/12/2019,114.2,238,4.66,226.2,473.2,,
20/12/2019,115,237.4,4.71,228.5,477.11,,
23/12/2019,115.1,238.6,4.76,229.9,482.36,,
24/12/2019,116.3,238.4,4.77,229.9,482.78,,
25/12/2019,116.3,238.4,4.77,229.9,482.78,,
26/12/2019,116.3,238.4,4.77,229.9,482.78,,
27/12/2019,116.5,238.5,4.75,229.6,483.33,,
30/12/2019,115.6,236.9,4.75,229.6,482.44,,
31/12/2019,114.8,236.4,4.69,228.4,478.9,,
01/01/2020,114.8,236.4,4.69,228.4,478.9,,
02/01/2020,115.8,236.7,4.69,229.8,480.96,,
03/01/2020,115.9,240.2,4.74,229.1,476.14,,
06/01/2020,115.6,239.6,4.69,229.1,471.49,,
07/01/2020,115.7,239.3,4.72,230,473.79,,
08/01/2020,116.3,238.8,4.71,228.2,471.01,,
09/01/2020,116.2,238.1,4.77,230.5,478.32,,
10/01/2020,115.3,237.9,4.78,229.2,476.09,,
13/01/2020,116.1,239.1,4.82,232.2,479.57,,
14/01/2020,116.5,239.1,4.83,233.5,478.73,,
15/01/2020,116.5,241.5,4.85,232.8,479.64,,
16/01/2020,116.3,241.9,4.87,233.8,480.17,,
17/01/2020,116.9,241.9,4.92,236.2,482.74,,
20/01/2020,117.5,241.1,4.94,236.9,482.03,,
21/01/2020,116.3,241,4.91,235.2,474.28,,
22/01/2020,114.8,241.8,4.91,236.1,482.58,,
23/01/2020,113.9,242.6,4.9,234.7,477.52,,
24/01/2020,113.9,243.5,4.92,236.7,480.77,,
27/01/2020,110.8,245.3,4.85,235.4,471.42,,
28/01/2020,110.1,245.6,4.82,235.8,469.05,,
29/01/2020,110.7,244.7,4.86,236.3,473.45,,
30/01/2020,108.7,246.1,4.83,234.6,471.95,,
31/01/2020,107.9,245.2,4.81,233.9,470.81,,
03/02/2020,107.2,245,4.76,233.6,469.6,,
04/02/2020,108.8,244,4.84,235.2,477.57,,
05/02/2020,109.9,242.7,4.89,235.7,480.9,,
06/02/2020,111.6,242.7,4.94,237.4,483.16,,
07/02/2020,110.8,243.6,4.97,238.7,481.1,,
10/02/2020,109.4,243.8,4.95,238.5,478.46,,
11/02/2020,109.7,243.6,4.98,240.2,481.27,,
12/02/2020,110.9,244.1,4.95,239.7,481.16,,
13/02/2020,110.4,243.5,4.94,239.6,480.38,,
14/02/2020,110.4,243.2,4.95,240.3,479.08,,
17/02/2020,110.4,243,4.97,242.3,481.33,,
18/02/2020,109.4,243.2,4.96,241.8,481.65,,
19/02/2020,110.2,243.5,4.99,242.9,484.58,,
20/02/2020,111.8,244.2,5.03,242,485.05,,
21/02/2020,110.9,244.7,4.97,242.3,480.67,,
24/02/2020,107.5,247.3,4.9,241.1,469.06,,
25/02/2020,105.9,246.6,4.75,238.9,463.95,,
26/02/2020,103.2,247.5,4.65,233.8,449.84,,
27/02/2020,101.1,247.5,4.66,232.1,452.16,,
28/02/2020,95.84,248.6,4.48,220,430.13,,
02/03/2020,96.31,248.9,4.5,217.8,437.55,,
03/03/2020,100.7,248.1,4.68,225.5,447.72,,
04/03/2020,101.1,249.6,4.6,227.3,444.91,,
05/03/2020,99.28,249.4,4.67,229,441.3,,
06/03/2020,95.45,254.5,4.54,222.3,430,,
09/03/2020,85.2,264.4,4.27,207.1,406.09,,
10/03/2020,85.3,256.5,4.28,209.3,413,,
11/03/2020,84.17,255.7,4.41,210.5,404.33,,
12/03/2020,77.97,258.2,4.23,197.2,378.13,,
13/03/2020,78.38,250.9,4.15,189,373.91,,
16/03/2020,71.64,251,3.96,178.8,356.49,,
17/03/2020,73.65,246.3,4,168.7,356.8,,
18/03/2020,72.51,242.3,4.17,164.9,361.09,,
19/03/2020,71.39,234.8,4.21,157.9,373.9,,
20/03/2020,75.57,248,4.18,163.3,384.97,,
23/03/2020,72.94,251.5,4.03,158.3,356.04,,
24/03/2020,77.8,253.6,4.05,160.7,365.12,,
25/03/2020,82.66,252,4.15,168.1,390.24,,
26/03/2020,83.05,252.6,4.2,170.9,392.56,,
27/03/2020,82.61,252.1,4.3,172.8,394.77,,
30/03/2020,80.25,255.2,4.15,173,384.68,,
31/03/2020,82.66,252.4,4.32,175.3,402.89,,
01/04/2020,80.82,254.5,4.24,170.4,386.68,,
02/04/2020,77.69,253.5,4.11,164.1,382.09,,
03/04/2020,78.15,253.1,4.22,162.1,381.7,,
06/04/2020,79.11,252.3,4.2,164.6,389.11,,
07/04/2020,82.64,252.4,4.43,176.4,400.22,,
08/04/2020,80.83,252.5,4.39,175.2,398.22,,
09/04/2020,82.34,255.4,4.45,181.3,404.57,,
10/04/2020,82.34,255.4,4.45,181.3,404.57,,
13/04/2020,82.34,255.4,4.45,181.3,404.57,,
14/04/2020,85,256.5,4.43,183.2,411.38,,
15/04/2020,82.73,255.8,4.53,182.8,408.13,,
16/04/2020,81.76,255.8,4.46,179,405.58,,
17/04/2020,83.74,256,4.55,181.4,416.15,,
